tier,seq_id,n_stems,level,solver,seed,skipped,model_energy,exact_model_energy,optimizer_gap_model,found_model_optimum,e_vienna_mfe,e_model_optimum,e_solver,encoding_gap,optimizer_gap,total_gap,f1,sensitivity,ppv,exact_match,feasible_raw,was_repaired,wall_time,n_qubits,depth,two_qubit_gates,compression_ratio,function_evaluations
A,A_rand01,3,1,adapt_qaoa,2,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0675,3.0,72.0,38.0,,229
A,A_rand01,3,1,pce,2,False,0.0,-0.5,0.5,False,-0.5,-0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,False,True,False,0.2819,2.0,,,1.5,448
A,A_rand01,3,1,dirac3_sim,2,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0737,,,,,2000
A,A_rand01,3,2,random,0,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,3.0,,,,595353
A,A_rand01,3,2,annealing,0,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.6247,3.0,,,,1200000
A,A_rand01,3,2,lowrank,0,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.041,3.0,,,1.0,3712
A,A_rand01,3,2,adapt_qaoa,0,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0698,3.0,72.0,38.0,,229
A,A_rand01,3,2,pce,0,False,0.0,-0.5,0.5,False,-0.5,-0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,False,True,False,0.2636,2.0,,,1.5,435
A,A_rand01,3,2,dirac3_sim,0,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0749,,,,,2000
A,A_rand01,3,2,random,1,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,3.0,,,,597395
A,A_rand01,3,2,annealing,1,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.6341,3.0,,,,1200000
A,A_rand01,3,2,lowrank,1,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0399,3.0,,,1.0,3712
A,A_rand01,3,2,adapt_qaoa,1,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0687,3.0,72.0,38.0,,229
A,A_rand01,3,2,pce,1,False,0.0,-0.5,0.5,False,-0.5,-0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,False,True,False,0.2444,2.0,,,1.5,409
A,A_rand01,3,2,dirac3_sim,1,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0739,,,,,2000
A,A_rand01,3,2,random,2,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,3.0,,,,592855
A,A_rand01,3,2,annealing,2,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.6452,3.0,,,,1200000
A,A_rand01,3,2,lowrank,2,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.04,3.0,,,1.0,3712
A,A_rand01,3,2,adapt_qaoa,2,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0651,3.0,72.0,38.0,,229
A,A_rand01,3,2,pce,2,False,0.0,-0.5,0.5,False,-0.5,-0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,False,True,False,0.267,2.0,,,1.5,448
A,A_rand01,3,2,dirac3_sim,2,False,-0.5,-0.5,0.0,True,-0.5,-0.5,-0.5,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0741,,,,,2000
A,A_rand02,1,1,random,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,1.0,,,,1951795
A,A_rand02,1,1,annealing,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3306,1.0,,,,400000
A,A_rand02,1,1,lowrank,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0384,1.0,,,1.0,3712
A,A_rand02,1,1,adapt_qaoa,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0506,1.0,36.0,0.0,,216
A,A_rand02,1,1,pce,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.1836,2.0,,,0.5,386
A,A_rand02,1,1,dirac3_sim,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0752,,,,,2000
A,A_rand02,1,1,random,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,1.0,,,,2010039
A,A_rand02,1,1,annealing,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3224,1.0,,,,400000
A,A_rand02,1,1,lowrank,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0369,1.0,,,1.0,3712
A,A_rand02,1,1,adapt_qaoa,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0453,1.0,36.0,0.0,,216
A,A_rand02,1,1,pce,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.2011,2.0,,,0.5,418
A,A_rand02,1,1,dirac3_sim,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0736,,,,,2000
A,A_rand02,1,1,random,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,1.0,,,,1939026
A,A_rand02,1,1,annealing,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3333,1.0,,,,400000
A,A_rand02,1,1,lowrank,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0385,1.0,,,1.0,3712
A,A_rand02,1,1,adapt_qaoa,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.047,1.0,36.0,0.0,,216
A,A_rand02,1,1,pce,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.1893,2.0,,,0.5,391
A,A_rand02,1,1,dirac3_sim,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0751,,,,,2000
A,A_rand02,1,2,random,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,1.0,,,,1863470
A,A_rand02,1,2,annealing,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3621,1.0,,,,400000
A,A_rand02,1,2,lowrank,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0385,1.0,,,1.0,3712
A,A_rand02,1,2,adapt_qaoa,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0466,1.0,36.0,0.0,,216
A,A_rand02,1,2,pce,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.1861,2.0,,,0.5,386
A,A_rand02,1,2,dirac3_sim,0,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0758,,,,,2000
A,A_rand02,1,2,random,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,1.0,,,,1947540
A,A_rand02,1,2,annealing,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3308,1.0,,,,400000
A,A_rand02,1,2,lowrank,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0364,1.0,,,1.0,3712
A,A_rand02,1,2,adapt_qaoa,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0471,1.0,36.0,0.0,,216
A,A_rand02,1,2,pce,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.1949,2.0,,,0.5,418
A,A_rand02,1,2,dirac3_sim,1,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0745,,,,,2000
A,A_rand02,1,2,random,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,1.0,,,,1959305
A,A_rand02,1,2,annealing,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3535,1.0,,,,400000
A,A_rand02,1,2,lowrank,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0383,1.0,,,1.0,3712
A,A_rand02,1,2,adapt_qaoa,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0518,1.0,36.0,0.0,,216
A,A_rand02,1,2,pce,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.1926,2.0,,,0.5,391
A,A_rand02,1,2,dirac3_sim,2,False,-0.3,-0.3,0.0,True,-0.3,-0.3,-0.3,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0748,,,,,2000
A,A_rand03,3,1,random,0,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0003,3.0,,,,654665
A,A_rand03,3,1,annealing,0,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.564,3.0,,,,1200000
A,A_rand03,3,1,lowrank,0,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0414,3.0,,,1.0,3712
A,A_rand03,3,1,adapt_qaoa,0,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0606,3.0,75.0,36.0,,229
A,A_rand03,3,1,pce,0,False,0.0,-2.6,2.6,False,-2.6,-2.6,0.0,0.0,2.6,2.6,0.0,0.0,1.0,False,True,False,0.2451,2.0,,,1.5,399
A,A_rand03,3,1,dirac3_sim,0,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0738,,,,,2000
A,A_rand03,3,1,random,1,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,3.0,,,,593737
A,A_rand03,3,1,annealing,1,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.5955,3.0,,,,1200000
A,A_rand03,3,1,lowrank,1,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0388,3.0,,,1.0,3712
A,A_rand03,3,1,adapt_qaoa,1,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0638,3.0,75.0,36.0,,229
A,A_rand03,3,1,pce,1,False,0.0,-2.6,2.6,False,-2.6,-2.6,0.0,0.0,2.6,2.6,0.0,0.0,1.0,False,True,False,0.3715,2.0,,,1.5,463
A,A_rand03,3,1,dirac3_sim,1,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0803,,,,,2000
A,A_rand03,3,1,random,2,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,3.0,,,,640199
A,A_rand03,3,1,annealing,2,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.6162,3.0,,,,1200000
A,A_rand03,3,1,lowrank,2,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0409,3.0,,,1.0,3712
A,A_rand03,3,1,adapt_qaoa,2,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0662,3.0,75.0,36.0,,229
A,A_rand03,3,1,pce,2,False,0.0,-2.6,2.6,False,-2.6,-2.6,0.0,0.0,2.6,2.6,0.0,0.0,1.0,False,True,False,0.2705,2.0,,,1.5,449
A,A_rand03,3,1,dirac3_sim,2,False,0.0,-2.6,2.6,False,-2.6,-2.6,0.0,0.0,2.6,2.6,0.8571,0.75,1.0,False,True,False,0.0739,,,,,2000
A,A_rand03,3,2,random,0,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,3.0,,,,655100
A,A_rand03,3,2,annealing,0,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.5692,3.0,,,,1200000
A,A_rand03,3,2,lowrank,0,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0429,3.0,,,1.0,3712
A,A_rand03,3,2,adapt_qaoa,0,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.068,3.0,75.0,36.0,,229
A,A_rand03,3,2,pce,0,False,0.0,-2.6,2.6,False,-2.6,-2.6,0.0,0.0,2.6,2.6,0.0,0.0,1.0,False,True,False,0.2589,2.0,,,1.5,399
A,A_rand03,3,2,dirac3_sim,0,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0757,,,,,2000
A,A_rand03,3,2,random,1,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,3.0,,,,647942
A,A_rand03,3,2,annealing,1,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.5611,3.0,,,,1200000
A,A_rand03,3,2,lowrank,1,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0405,3.0,,,1.0,3712
A,A_rand03,3,2,adapt_qaoa,1,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0581,3.0,75.0,36.0,,229
A,A_rand03,3,2,pce,1,False,0.0,-2.6,2.6,False,-2.6,-2.6,0.0,0.0,2.6,2.6,0.0,0.0,1.0,False,True,False,0.2813,2.0,,,1.5,463
A,A_rand03,3,2,dirac3_sim,1,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0757,,,,,2000
A,A_rand03,3,2,random,2,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,3.0,,,,642132
A,A_rand03,3,2,annealing,2,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.5701,3.0,,,,1200000
A,A_rand03,3,2,lowrank,2,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0418,3.0,,,1.0,3712
A,A_rand03,3,2,adapt_qaoa,2,False,-2.6,-2.6,0.0,True,-2.6,-2.6,-2.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0632,3.0,75.0,36.0,,229
A,A_rand03,3,2,pce,2,False,0.0,-2.6,2.6,False,-2.6,-2.6,0.0,0.0,2.6,2.6,0.0,0.0,1.0,False,True,False,0.2672,2.0,,,1.5,449
A,A_rand03,3,2,dirac3_sim,2,False,0.0,-2.6,2.6,False,-2.6,-2.6,0.0,0.0,2.6,2.6,0.8571,0.75,1.0,False,True,False,0.0811,,,,,2000
A,A_rand04,3,1,random,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,2.0,3.0,,,,586865
A,A_rand04,3,1,annealing,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,1.6419,3.0,,,,1200000
A,A_rand04,3,1,lowrank,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.045,3.0,,,1.0,3712
A,A_rand04,3,1,adapt_qaoa,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0594,3.0,85.0,36.0,,229
A,A_rand04,3,1,pce,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.2685,2.0,,,1.5,451
A,A_rand04,3,1,dirac3_sim,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0733,,,,,2000
A,A_rand04,3,1,random,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,2.0,3.0,,,,565094
A,A_rand04,3,1,annealing,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,1.8662,3.0,,,,1200000
A,A_rand04,3,1,lowrank,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0463,3.0,,,1.0,3712
A,A_rand04,3,1,adapt_qaoa,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0655,3.0,85.0,36.0,,229
A,A_rand04,3,1,pce,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.2882,2.0,,,1.5,433
A,A_rand04,3,1,dirac3_sim,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0821,,,,,2000
A,A_rand04,3,1,random,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,2.0,3.0,,,,588115
A,A_rand04,3,1,annealing,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,1.6524,3.0,,,,1200000
A,A_rand04,3,1,lowrank,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.039,3.0,,,1.0,3712
A,A_rand04,3,1,adapt_qaoa,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0626,3.0,85.0,36.0,,229
A,A_rand04,3,1,pce,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.2696,2.0,,,1.5,451
A,A_rand04,3,1,dirac3_sim,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0744,,,,,2000
A,A_rand04,3,2,random,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,2.0,3.0,,,,598612
A,A_rand04,3,2,annealing,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,1.6519,3.0,,,,1200000
A,A_rand04,3,2,lowrank,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0389,3.0,,,1.0,3712
A,A_rand04,3,2,adapt_qaoa,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0587,3.0,85.0,36.0,,229
A,A_rand04,3,2,pce,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.2768,2.0,,,1.5,451
A,A_rand04,3,2,dirac3_sim,0,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0738,,,,,2000
A,A_rand04,3,2,random,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,2.0,3.0,,,,589605
A,A_rand04,3,2,annealing,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,1.6366,3.0,,,,1200000
A,A_rand04,3,2,lowrank,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0431,3.0,,,1.0,3712
A,A_rand04,3,2,adapt_qaoa,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0615,3.0,85.0,36.0,,229
A,A_rand04,3,2,pce,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.2607,2.0,,,1.5,433
A,A_rand04,3,2,dirac3_sim,1,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0759,,,,,2000
A,A_rand04,3,2,random,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,2.0,3.0,,,,590327
A,A_rand04,3,2,annealing,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,1.6962,3.0,,,,1200000
A,A_rand04,3,2,lowrank,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0405,3.0,,,1.0,3712
A,A_rand04,3,2,adapt_qaoa,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0579,3.0,85.0,36.0,,229
A,A_rand04,3,2,pce,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.2681,2.0,,,1.5,451
A,A_rand04,3,2,dirac3_sim,2,False,-3.6,-3.6,0.0,True,-4.6,-3.6,-3.6,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0.0752,,,,,2000
A,A_rand05,12,1,random,0,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,62957
A,A_rand05,12,1,annealing,0,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,429792
A,A_rand05,12,1,lowrank,0,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0433,12.0,,,2.4,3712
A,A_rand05,12,1,adapt_qaoa,0,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.4613,12.0,272.0,792.0,,1494
A,A_rand05,12,1,pce,0,False,0.0,-0.4,0.4,False,-0.4,-0.4,0.0,0.0,0.4,0.4,0.0,0.0,1.0,False,True,False,2.3847,3.0,,,4.0,1618
A,A_rand05,12,1,dirac3_sim,0,False,2.9,-0.4,3.3,False,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,False,True,0.0807,,,,,2000
A,A_rand05,12,1,random,1,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,61789
A,A_rand05,12,1,annealing,1,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,425796
A,A_rand05,12,1,lowrank,1,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0455,12.0,,,2.4,3712
A,A_rand05,12,1,adapt_qaoa,1,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.3834,12.0,272.0,792.0,,1494
A,A_rand05,12,1,pce,1,False,0.0,-0.4,0.4,False,-0.4,-0.4,0.0,0.0,0.4,0.4,0.0,0.0,1.0,False,True,False,2.063,3.0,,,4.0,1522
A,A_rand05,12,1,dirac3_sim,1,False,1.9,-0.4,2.3,False,-0.4,-0.4,1.9,0.0,2.3,2.3,0.0,0.0,0.0,False,True,False,0.08,,,,,2000
