tier,seq_id,n_stems,level,solver,seed,skipped,model_energy,exact_model_energy,optimizer_gap_model,found_model_optimum,e_vienna_mfe,e_model_optimum,e_solver,encoding_gap,optimizer_gap,total_gap,f1,sensitivity,ppv,exact_match,feasible_raw,was_repaired,wall_time,n_qubits,depth,two_qubit_gates,compression_ratio,function_evaluations
A,A_rand05,12,1,random,2,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,63824
A,A_rand05,12,1,annealing,2,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,428220
A,A_rand05,12,1,lowrank,2,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0435,12.0,,,2.4,3712
A,A_rand05,12,1,adapt_qaoa,2,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.3482,12.0,272.0,792.0,,1494
A,A_rand05,12,1,pce,2,False,0.0,-0.4,0.4,False,-0.4,-0.4,0.0,0.0,0.4,0.4,0.0,0.0,1.0,False,True,False,2.4922,3.0,,,4.0,1800
A,A_rand05,12,1,dirac3_sim,2,False,2.3,-0.4,2.7,False,-0.4,-0.4,0.5,0.0,0.9,0.9,0.8889,0.8,1.0,False,False,True,0.077,,,,,2000
A,A_rand05,12,2,random,0,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,63176
A,A_rand05,12,2,annealing,0,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,431076
A,A_rand05,12,2,lowrank,0,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0475,12.0,,,2.4,3712
A,A_rand05,12,2,adapt_qaoa,0,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.3532,12.0,272.0,792.0,,1494
A,A_rand05,12,2,pce,0,False,0.0,-0.4,0.4,False,-0.4,-0.4,0.0,0.0,0.4,0.4,0.0,0.0,1.0,False,True,False,2.356,3.0,,,4.0,1618
A,A_rand05,12,2,dirac3_sim,0,False,2.9,-0.4,3.3,False,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,False,True,0.0782,,,,,2000
A,A_rand05,12,2,random,1,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,63869
A,A_rand05,12,2,annealing,1,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,423960
A,A_rand05,12,2,lowrank,1,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0459,12.0,,,2.4,3712
A,A_rand05,12,2,adapt_qaoa,1,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.3611,12.0,272.0,792.0,,1494
A,A_rand05,12,2,pce,1,False,0.0,-0.4,0.4,False,-0.4,-0.4,0.0,0.0,0.4,0.4,0.0,0.0,1.0,False,True,False,2.0799,3.0,,,4.0,1522
A,A_rand05,12,2,dirac3_sim,1,False,1.9,-0.4,2.3,False,-0.4,-0.4,1.9,0.0,2.3,2.3,0.0,0.0,0.0,False,True,False,0.0777,,,,,2000
A,A_rand05,12,2,random,2,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,62824
A,A_rand05,12,2,annealing,2,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,12.0,,,,426540
A,A_rand05,12,2,lowrank,2,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0449,12.0,,,2.4,3712
A,A_rand05,12,2,adapt_qaoa,2,False,-0.4,-0.4,0.0,True,-0.4,-0.4,-0.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,1.3613,12.0,272.0,792.0,,1494
A,A_rand05,12,2,pce,2,False,0.0,-0.4,0.4,False,-0.4,-0.4,0.0,0.0,0.4,0.4,0.0,0.0,1.0,False,True,False,2.4593,3.0,,,4.0,1800
A,A_rand05,12,2,dirac3_sim,2,False,2.3,-0.4,2.7,False,-0.4,-0.4,0.5,0.0,0.9,0.9,0.8889,0.8,1.0,False,False,True,0.0786,,,,,2000
A,A_rand06,7,1,random,0,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,160900
A,A_rand06,7,1,annealing,0,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,702205
A,A_rand06,7,1,lowrank,0,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0404,7.0,,,1.75,3712
A,A_rand06,7,1,adapt_qaoa,0,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3846,7.0,198.0,260.0,,1435
A,A_rand06,7,1,pce,0,False,-1.2,-4.8,3.6,False,-4.8,-4.8,-1.2,0.0,3.6,3.6,0.75,0.6,1.0,False,True,False,0.5172,2.0,,,3.5,600
A,A_rand06,7,1,dirac3_sim,0,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0765,,,,,2000
A,A_rand06,7,1,random,1,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,160803
A,A_rand06,7,1,annealing,1,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,695198
A,A_rand06,7,1,lowrank,1,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0402,7.0,,,1.75,3712
A,A_rand06,7,1,adapt_qaoa,1,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.363,7.0,198.0,260.0,,1435
A,A_rand06,7,1,pce,1,False,-1.2,-4.8,3.6,False,-4.8,-4.8,-1.2,0.0,3.6,3.6,0.75,0.6,1.0,False,True,False,0.6214,2.0,,,3.5,723
A,A_rand06,7,1,dirac3_sim,1,False,-3.9,-4.8,0.9,False,-4.8,-4.8,-3.9,0.0,0.9,0.9,0.8889,0.8,1.0,False,True,False,0.0769,,,,,2000
A,A_rand06,7,1,random,2,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,160830
A,A_rand06,7,1,annealing,2,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,711725
A,A_rand06,7,1,lowrank,2,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0412,7.0,,,1.75,3712
A,A_rand06,7,1,adapt_qaoa,2,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3821,7.0,198.0,260.0,,1435
A,A_rand06,7,1,pce,2,False,-1.2,-4.8,3.6,False,-4.8,-4.8,-1.2,0.0,3.6,3.6,0.75,0.6,1.0,False,True,False,0.6683,2.0,,,3.5,786
A,A_rand06,7,1,dirac3_sim,2,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0775,,,,,2000
A,A_rand06,7,2,random,0,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,157230
A,A_rand06,7,2,annealing,0,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,699314
A,A_rand06,7,2,lowrank,0,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0419,7.0,,,1.75,3712
A,A_rand06,7,2,adapt_qaoa,0,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3734,7.0,198.0,260.0,,1435
A,A_rand06,7,2,pce,0,False,-1.2,-4.8,3.6,False,-4.8,-4.8,-1.2,0.0,3.6,3.6,0.75,0.6,1.0,False,True,False,0.5036,2.0,,,3.5,600
A,A_rand06,7,2,dirac3_sim,0,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0778,,,,,2000
A,A_rand06,7,2,random,1,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,161936
A,A_rand06,7,2,annealing,1,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,707679
A,A_rand06,7,2,lowrank,1,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.045,7.0,,,1.75,3712
A,A_rand06,7,2,adapt_qaoa,1,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3629,7.0,198.0,260.0,,1435
A,A_rand06,7,2,pce,1,False,-1.2,-4.8,3.6,False,-4.8,-4.8,-1.2,0.0,3.6,3.6,0.75,0.6,1.0,False,True,False,0.6131,2.0,,,3.5,723
A,A_rand06,7,2,dirac3_sim,1,False,-3.9,-4.8,0.9,False,-4.8,-4.8,-3.9,0.0,0.9,0.9,0.8889,0.8,1.0,False,True,False,0.0744,,,,,2000
A,A_rand06,7,2,random,2,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,160600
A,A_rand06,7,2,annealing,2,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,7.0,,,,702611
A,A_rand06,7,2,lowrank,2,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0425,7.0,,,1.75,3712
A,A_rand06,7,2,adapt_qaoa,2,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.3683,7.0,198.0,260.0,,1435
A,A_rand06,7,2,pce,2,False,-1.2,-4.8,3.6,False,-4.8,-4.8,-1.2,0.0,3.6,3.6,0.75,0.6,1.0,False,True,False,0.6714,2.0,,,3.5,786
A,A_rand06,7,2,dirac3_sim,2,False,-4.8,-4.8,0.0,True,-4.8,-4.8,-4.8,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0789,,,,,2000
A,A_rand07,9,1,random,0,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,105736
A,A_rand07,9,1,annealing,0,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,548550
A,A_rand07,9,1,lowrank,0,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0431,9.0,,,1.8,3712
A,A_rand07,9,1,adapt_qaoa,0,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.5186,9.0,210.0,434.0,,1702
A,A_rand07,9,1,pce,0,False,0.0,-5.1,5.1,False,-5.1,-5.1,0.0,0.0,5.1,5.1,0.0,0.0,1.0,False,True,False,0.4906,2.0,,,4.5,497
A,A_rand07,9,1,dirac3_sim,0,False,-2.7,-5.1,2.4,False,-5.1,-5.1,-2.7,0.0,2.4,2.4,0.0,0.0,0.0,False,True,False,0.0743,,,,,2000
A,A_rand07,9,1,random,1,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,105851
A,A_rand07,9,1,annealing,1,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,551547
A,A_rand07,9,1,lowrank,1,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0419,9.0,,,1.8,3712
A,A_rand07,9,1,adapt_qaoa,1,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.5025,9.0,210.0,434.0,,1702
A,A_rand07,9,1,pce,1,False,0.0,-5.1,5.1,False,-5.1,-5.1,0.0,0.0,5.1,5.1,0.0,0.0,1.0,False,True,False,0.4724,2.0,,,4.5,493
A,A_rand07,9,1,dirac3_sim,1,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0772,,,,,2000
A,A_rand07,9,1,random,2,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,105462
A,A_rand07,9,1,annealing,2,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,556857
A,A_rand07,9,1,lowrank,2,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0426,9.0,,,1.8,3712
A,A_rand07,9,1,adapt_qaoa,2,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.5143,9.0,210.0,434.0,,1702
A,A_rand07,9,1,pce,2,False,0.0,-5.1,5.1,False,-5.1,-5.1,0.0,0.0,5.1,5.1,0.0,0.0,1.0,False,True,False,0.43,2.0,,,4.5,441
A,A_rand07,9,1,dirac3_sim,2,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0837,,,,,2000
A,A_rand07,9,2,random,0,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,105265
A,A_rand07,9,2,annealing,0,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,548964
A,A_rand07,9,2,lowrank,0,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.045,9.0,,,1.8,3712
A,A_rand07,9,2,adapt_qaoa,0,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.5254,9.0,210.0,434.0,,1702
A,A_rand07,9,2,pce,0,False,0.0,-5.1,5.1,False,-5.1,-5.1,0.0,0.0,5.1,5.1,0.0,0.0,1.0,False,True,False,0.4974,2.0,,,4.5,497
A,A_rand07,9,2,dirac3_sim,0,False,-2.7,-5.1,2.4,False,-5.1,-5.1,-2.7,0.0,2.4,2.4,0.0,0.0,0.0,False,True,False,0.0775,,,,,2000
A,A_rand07,9,2,random,1,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,101353
A,A_rand07,9,2,annealing,1,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,541224
A,A_rand07,9,2,lowrank,1,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0408,9.0,,,1.8,3712
A,A_rand07,9,2,adapt_qaoa,1,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.5269,9.0,210.0,434.0,,1702
A,A_rand07,9,2,pce,1,False,0.0,-5.1,5.1,False,-5.1,-5.1,0.0,0.0,5.1,5.1,0.0,0.0,1.0,False,True,False,0.4908,2.0,,,4.5,493
A,A_rand07,9,2,dirac3_sim,1,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0777,,,,,2000
A,A_rand07,9,2,random,2,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,104291
A,A_rand07,9,2,annealing,2,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,9.0,,,,545535
A,A_rand07,9,2,lowrank,2,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0461,9.0,,,1.8,3712
A,A_rand07,9,2,adapt_qaoa,2,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.5384,9.0,210.0,434.0,,1702
A,A_rand07,9,2,pce,2,False,0.0,-5.1,5.1,False,-5.1,-5.1,0.0,0.0,5.1,5.1,0.0,0.0,1.0,False,True,False,0.441,2.0,,,4.5,441
A,A_rand07,9,2,dirac3_sim,2,False,-5.1,-5.1,0.0,True,-5.1,-5.1,-5.1,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0772,,,,,2000
A,A_rand08,5,1,random,0,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,285138
A,A_rand08,5,1,annealing,0,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,966130
A,A_rand08,5,1,lowrank,0,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0398,5.0,,,1.25,3712
A,A_rand08,5,1,adapt_qaoa,0,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.102,5.0,115.0,120.0,,436
A,A_rand08,5,1,pce,0,False,0.0,-1.6,1.6,False,-1.6,-1.6,0.0,0.0,1.6,1.6,0.0,0.0,1.0,False,True,False,1.4862,2.0,,,2.5,2070
A,A_rand08,5,1,dirac3_sim,0,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0748,,,,,2000
A,A_rand08,5,1,random,1,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,287684
A,A_rand08,5,1,annealing,1,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,980020
A,A_rand08,5,1,lowrank,1,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0395,5.0,,,1.25,3712
A,A_rand08,5,1,adapt_qaoa,1,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.1013,5.0,115.0,120.0,,436
A,A_rand08,5,1,pce,1,False,0.0,-1.6,1.6,False,-1.6,-1.6,0.0,0.0,1.6,1.6,0.0,0.0,1.0,False,True,False,0.8662,2.0,,,2.5,1199
A,A_rand08,5,1,dirac3_sim,1,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0739,,,,,2000
A,A_rand08,5,1,random,2,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,288334
A,A_rand08,5,1,annealing,2,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,969395
A,A_rand08,5,1,lowrank,2,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0416,5.0,,,1.25,3712
A,A_rand08,5,1,adapt_qaoa,2,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0995,5.0,115.0,120.0,,436
A,A_rand08,5,1,pce,2,False,0.0,-1.6,1.6,False,-1.6,-1.6,0.0,0.0,1.6,1.6,0.0,0.0,1.0,False,True,False,0.7353,2.0,,,2.5,1013
A,A_rand08,5,1,dirac3_sim,2,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0844,,,,,2000
A,A_rand08,5,2,random,0,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,286955
A,A_rand08,5,2,annealing,0,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,966505
A,A_rand08,5,2,lowrank,0,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0407,5.0,,,1.25,3712
A,A_rand08,5,2,adapt_qaoa,0,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.1025,5.0,115.0,120.0,,436
A,A_rand08,5,2,pce,0,False,0.0,-1.6,1.6,False,-1.6,-1.6,0.0,0.0,1.6,1.6,0.0,0.0,1.0,False,True,False,1.5091,2.0,,,2.5,2070
A,A_rand08,5,2,dirac3_sim,0,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0766,,,,,2000
A,A_rand08,5,2,random,1,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,290860
A,A_rand08,5,2,annealing,1,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,968940
A,A_rand08,5,2,lowrank,1,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0393,5.0,,,1.25,3712
A,A_rand08,5,2,adapt_qaoa,1,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.1027,5.0,115.0,120.0,,436
A,A_rand08,5,2,pce,1,False,0.0,-1.6,1.6,False,-1.6,-1.6,0.0,0.0,1.6,1.6,0.0,0.0,1.0,False,True,False,0.8624,2.0,,,2.5,1199
A,A_rand08,5,2,dirac3_sim,1,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.075,,,,,2000
A,A_rand08,5,2,random,2,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,290417
A,A_rand08,5,2,annealing,2,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,5.0,,,,982550
A,A_rand08,5,2,lowrank,2,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0404,5.0,,,1.25,3712
A,A_rand08,5,2,adapt_qaoa,2,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.1014,5.0,115.0,120.0,,436
A,A_rand08,5,2,pce,2,False,0.0,-1.6,1.6,False,-1.6,-1.6,0.0,0.0,1.6,1.6,0.0,0.0,1.0,False,True,False,0.7265,2.0,,,2.5,1013
A,A_rand08,5,2,dirac3_sim,2,False,-1.6,-1.6,0.0,True,-1.6,-1.6,-1.6,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0753,,,,,2000
A,A_rand09,14,1,random,0,False,-4.4,-4.4,0.0,True,-4.4,-4.4,-4.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,14.0,,,,48164
A,A_rand09,14,1,annealing,0,False,-4.4,-4.4,0.0,True,-4.4,-4.4,-4.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0001,14.0,,,,358162
A,A_rand09,14,1,lowrank,0,False,-4.4,-4.4,0.0,True,-4.4,-4.4,-4.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,0.0459,14.0,,,2.3333333333333335,3712
A,A_rand09,14,1,adapt_qaoa,0,False,-3.1,-4.4,1.3,False,-4.4,-4.4,-3.1,0.0,1.3,1.3,0.8,0.75,0.8571,False,True,False,2.5176,14.0,292.0,918.0,,660
A,A_rand09,14,1,pce,0,False,0.0,-4.4,4.4,False,-4.4,-4.4,0.0,0.0,4.4,4.4,0.0,0.0,1.0,False,True,False,2.1129,3.0,,,4.6667,1425
A,A_rand09,14,1,dirac3_sim,0,False,-3.5,-4.4,0.9,False,-4.4,-4.4,-3.5,0.0,0.9,0.9,0.9333,0.875,1.0,False,True,False,0.084,,,,,2000
A,A_rand09,14,1,random,1,False,-4.4,-4.4,0.0,True,-4.4,-4.4,-4.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,14.0,,,,47146
A,A_rand09,14,1,annealing,1,False,-4.4,-4.4,0.0,True,-4.4,-4.4,-4.4,0.0,0.0,0.0,1.0,1.0,1.0,True,True,False,2.0,14.0,,,,364112
A,A_rand09,14,1,lowrank,1,False,-4.0,-4.4,0.4,False,-4.4,-4.4,-4.0,0.0,0.4,0.4,0.875,0.875,0.875,False,True,False,0.0428,14.0,,,2.3333333333333335,3712
